id,host_id,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,bedrooms,review_scores_rating
49054719,40240788,Kihei-Makena,Maui,Entire home/apt,285,2,3,2,5
49054728,40240788,Kihei-Makena,Maui,Entire home/apt,218,4,6,2,4.67
49054730,40240788,Kihei-Makena,Maui,Entire home/apt,370,4,0,1,NA
49054732,40240788,Kihei-Makena,Maui,Entire home/apt,275,2,3,1,4.67
49054736,40240788,Kihei-Makena,Maui,Entire home/apt,182,2,7,1,3.71
49054737,40240788,Kihei-Makena,Maui,Entire home/apt,569,2,0,2,NA
49054738,40240788,Kihei-Makena,Maui,Entire home/apt,247,3,5,1,4.8
49054744,40240788,Kihei-Makena,Maui,Entire home/apt,538,3,1,2,5
49054747,40240788,Kihei-Makena,Maui,Entire home/apt,261,2,8,2,4.38
49054748,40240788,Kihei-Makena,Maui,Entire home/apt,564,3,1,2,3
49054752,40240788,Kihei-Makena,Maui,Entire home/apt,183,2,2,1,4.5
49054755,40240788,Kihei-Makena,Maui,Entire home/apt,459,2,0,1,NA
49054757,40240788,Kihei-Makena,Maui,Entire home/apt,274,1,0,1,NA
49054759,40240788,Kihei-Makena,Maui,Entire home/apt,276,4,1,2,2
49054760,40240788,Kihei-Makena,Maui,Entire home/apt,240,2,1,1,3
49054761,40240788,Kihei-Makena,Maui,Entire home/apt,287,2,1,2,5
49054762,40240788,Kihei-Makena,Maui,Entire home/apt,239,2,0,1,NA
49054763,40240788,Kihei-Makena,Maui,Entire home/apt,309,2,5,2,4.6
49054764,40240788,Kihei-Makena,Maui,Entire home/apt,248,3,7,1,4.71
49054765,40240788,Kihei-Makena,Maui,Entire home/apt,247,2,9,1,4.44
49054771,40240788,Kihei-Makena,Maui,Entire home/apt,372,2,2,2,4.5
49054772,40240788,Kihei-Makena,Maui,Entire home/apt,278,2,4,1,4.75
49054773,40240788,Kihei-Makena,Maui,Entire home/apt,276,2,4,1,4
49054774,40240788,Kihei-Makena,Maui,Entire home/apt,274,2,0,1,NA
49054776,40240788,Kihei-Makena,Maui,Entire home/apt,276,2,4,2,5
49054777,40240788,Kihei-Makena,Maui,Entire home/apt,176,2,7,1,4.43
49054778,40240788,Kihei-Makena,Maui,Entire home/apt,365,2,0,2,NA
49054780,40240788,Kihei-Makena,Maui,Entire home/apt,544,2,0,2,NA
49054781,40240788,Kihei-Makena,Maui,Entire home/apt,412,2,1,2,5
49054784,40240788,Kihei-Makena,Maui,Entire home/apt,171,2,1,1,4
49054786,40240788,Kihei-Makena,Maui,Entire home/apt,414,2,0,2,NA
49054788,40240788,Kihei-Makena,Maui,Entire home/apt,274,2,3,1,4.67
49054789,40240788,Kihei-Makena,Maui,Entire home/apt,274,2,1,1,5
49054800,40240788,Kihei-Makena,Maui,Entire home/apt,658,2,1,2,5
49054804,40240788,Kihei-Makena,Maui,Entire home/apt,278,2,0,1,NA
49054811,40240788,Kapaa-Wailua,Kauai,Entire home/apt,208,2,8,1,4.13
49054832,40240788,Kihei-Makena,Maui,Entire home/apt,382,2,3,2,5
49054834,40240788,Kihei-Makena,Maui,Entire home/apt,242,2,1,1,4
49054835,40240788,Kihei-Makena,Maui,Entire home/apt,276,2,2,1,5
49054836,40240788,Kihei-Makena,Maui,Entire home/apt,549,3,0,2,NA
49054838,40240788,Kihei-Makena,Maui,Entire home/apt,241,2,1,1,5
49054840,40240788,Kihei-Makena,Maui,Entire home/apt,246,2,0,1,NA
49054841,40240788,Kihei-Makena,Maui,Entire home/apt,276,2,7,1,5
49054842,40240788,Kihei-Makena,Maui,Entire home/apt,237,2,7,2,4
49054843,40240788,Kapaa-Wailua,Kauai,Entire home/apt,186,2,9,1,4.89
49054844,40240788,Kihei-Makena,Maui,Entire home/apt,246,2,0,2,NA
49054845,40240788,Kihei-Makena,Maui,Entire home/apt,344,2,3,2,3.67
49054848,40240788,Kihei-Makena,Maui,Entire home/apt,273,2,3,1,4.67
49054853,40240788,Kihei-Makena,Maui,Entire home/apt,273,2,2,1,4.5
49054863,40240788,Kihei-Makena,Maui,Entire home/apt,241,2,4,1,4.25
49056096,371942068,North Kona,Hawaii,Entire home/apt,229,5,1,1,5
49056409,5325235,Wailuku-Kahului,Maui,Entire home/apt,87,4,20,1,4.95
49056850,66680056,North Kona,Hawaii,Entire home/apt,245,2,1,1,5
49057142,3443262,North Kona,Hawaii,Entire home/apt,183,4,16,1,4.94
49058266,151398424,South Kohala,Hawaii,Entire home/apt,322,5,1,3,5
49058515,343249938,Primary Urban Center,Honolulu,Entire home/apt,138,4,7,1,4.43
49058789,177932521,Molokai,Maui,Entire home/apt,98,4,7,1,4.86
49059245,92198288,Kihei-Makena,Maui,Entire home/apt,219,1,14,2,4.86
49059586,26784249,Puna,Hawaii,Entire home/apt,79,2,21,1,4.95
49059974,226893142,Primary Urban Center,Honolulu,Entire home/apt,100,30,2,1,3
49060811,69710602,Kapaa-Wailua,Kauai,Entire home/apt,607,1,0,2,NA
49060812,69710602,Kapaa-Wailua,Kauai,Entire home/apt,453,1,2,2,5
49060827,22635145,North Kona,Hawaii,Entire home/apt,265,4,4,2,4.5
49061507,33749437,Ewa,Honolulu,Private room,245,3,17,NA,5
49062010,24126726,North Kona,Hawaii,Entire home/apt,239,2,0,1,NA
49062381,198220016,Kihei-Makena,Maui,Entire home/apt,307,5,11,1,4.82
49063715,209560001,Kihei-Makena,Maui,Entire home/apt,199,7,13,2,4.77
49063781,26784249,Puna,Hawaii,Entire home/apt,79,2,31,1,4.84
49064101,117881929,Ewa,Honolulu,Private room,599,1,0,2,NA
49068788,40240788,Kihei-Makena,Maui,Entire home/apt,185,2,6,1,4.67
49070975,92649198,South Kohala,Hawaii,Entire home/apt,458,5,10,3,5
49072669,333017901,Primary Urban Center,Honolulu,Entire home/apt,108,14,1,NA,5
49074346,234194182,North Shore Kauai,Kauai,Entire home/apt,209,3,3,NA,5
49074862,234194182,North Shore Kauai,Kauai,Entire home/apt,199,3,5,1,4
49076823,153905697,North Kona,Hawaii,Entire home/apt,205,4,14,1,5
49078272,189104995,North Shore Kauai,Kauai,Entire home/apt,219,3,5,2,4.4
49078725,52252216,Kihei-Makena,Maui,Entire home/apt,400,5,10,2,5
49079116,215586490,Primary Urban Center,Honolulu,Entire home/apt,72,30,0,NA,NA
49079246,15820446,Kihei-Makena,Maui,Entire home/apt,272,5,7,1,4.86
49079739,177450401,Primary Urban Center,Honolulu,Entire home/apt,184,30,4,2,5
49080163,395801257,East Honolulu,Honolulu,Entire home/apt,5500,30,0,2,NA
49080385,15820446,Kihei-Makena,Maui,Entire home/apt,155,5,4,1,4.75
49080516,3094379,Kapaa-Wailua,Kauai,Entire home/apt,260,3,1,1,5
49083534,32075322,Ewa,Honolulu,Entire home/apt,289,1,27,1,4.96
49084776,156373103,Kihei-Makena,Maui,Entire home/apt,312,1,13,2,4.85
49090508,373168709,South Kohala,Hawaii,Private room,417,4,1,1,5
49090664,373168709,South Kohala,Hawaii,Private room,521,3,0,2,NA
49091312,111808435,Kihei-Makena,Maui,Entire home/apt,459,2,3,3,4
49093826,148721865,Primary Urban Center,Honolulu,Entire home/apt,110,30,2,3,4
49096567,4283950,Lahaina,Maui,Private room,1000,7,0,2,NA
49096826,4712425,Koolaupoko,Honolulu,Entire home/apt,375,30,1,2,5
49097063,59414,Kihei-Makena,Maui,Entire home/apt,221,1,14,1,4.79
49097150,395246055,Puna,Hawaii,Private room,57,2,8,1,4.75
49098162,107297598,Koolaupoko,Honolulu,Entire home/apt,498,180,6,2,4.83
49098431,161078261,Koolaupoko,Honolulu,Entire home/apt,395,30,0,2,NA
49099077,396005199,North Kona,Hawaii,Entire home/apt,158,3,24,2,4.58
49099730,95288622,Lahaina,Maui,Entire home/apt,275,4,18,2,4.89
49099756,170105281,Primary Urban Center,Honolulu,Entire home/apt,166,1,24,2,4.75
49100622,115700802,Koloa-Poipu,Kauai,Entire home/apt,319,1,5,1,5
49100624,115700802,Koloa-Poipu,Kauai,Entire home/apt,358,1,9,1,4.44
49102920,320685097,Lahaina,Maui,Entire home/apt,695,5,4,3,5
49106819,189583753,South Kohala,Hawaii,Entire home/apt,1000,1,0,1,NA
49106820,189583753,South Kohala,Hawaii,Entire home/apt,1600,1,0,2,NA
49106826,189583753,South Kohala,Hawaii,Entire home/apt,1000,1,0,1,NA
49107874,189583753,South Kohala,Hawaii,Entire home/apt,1300,1,0,1,NA
49107932,5786717,Kihei-Makena,Maui,Entire home/apt,163,3,21,1,4.76
49108727,210596437,Lahaina,Maui,Entire home/apt,574,1,0,1,NA
49108750,210596437,Kihei-Makena,Maui,Entire home/apt,595,1,0,1,NA
49108794,210596437,Kihei-Makena,Maui,Entire home/apt,627,1,0,1,NA
49111904,14385428,Koolaupoko,Honolulu,Entire home/apt,550,180,5,2,4.6
49113023,396107354,Lahaina,Maui,Private room,339,7,0,1,NA
49114136,343249938,Primary Urban Center,Honolulu,Entire home/apt,145,3,6,NA,5
49114347,375037486,Lahaina,Maui,Entire home/apt,265,5,5,2,5
49114914,14143158,Lahaina,Maui,Entire home/apt,125,6,1,3,5
49115791,115700802,Koloa-Poipu,Kauai,Entire home/apt,269,1,2,1,4
49115866,382903817,Lahaina,Maui,Entire home/apt,269,5,14,NA,4.93
49116254,30094889,North Shore Kauai,Kauai,Entire home/apt,350,5,2,3,5
49116744,394738378,Primary Urban Center,Honolulu,Private room,120,1,18,NA,4.61
49117990,396158526,East Honolulu,Honolulu,Entire home/apt,180,30,4,4,5
49118166,33749437,Ewa,Honolulu,Private room,245,3,14,NA,5
49119032,20704144,Kapaa-Wailua,Kauai,Entire home/apt,156,2,15,1,4.87
49119288,107293305,South Kohala,Hawaii,Entire home/apt,1300,1,1,4,5
49119379,52905015,North Shore Kauai,Kauai,Entire home/apt,500,3,1,4,5
49119810,396171731,Koolaupoko,Honolulu,Entire home/apt,250,29,4,1,5
49122228,226747458,Primary Urban Center,Honolulu,Entire home/apt,173,1,9,NA,4.56
49122456,226747458,Primary Urban Center,Honolulu,Entire home/apt,257,1,11,1,5
49125348,20704144,Kapaa-Wailua,Kauai,Entire home/apt,138,2,10,NA,4.8
49125365,40240788,Molokai,Maui,Entire home/apt,159,2,2,2,5
49125368,40240788,Molokai,Maui,Entire home/apt,136,2,1,2,1
49125369,40240788,Molokai,Maui,Entire home/apt,133,2,2,2,5
49125370,40240788,Molokai,Maui,Entire home/apt,136,2,2,2,2.5
49125372,40240788,Molokai,Maui,Entire home/apt,184,2,2,2,2
49125373,40240788,Molokai,Maui,Entire home/apt,106,2,4,1,4.5
49125374,40240788,Molokai,Maui,Entire home/apt,160,2,2,2,4.5
49125385,40240788,Molokai,Maui,Entire home/apt,107,2,1,NA,4
49125391,40240788,Molokai,Maui,Entire home/apt,144,4,0,1,NA
49125393,40240788,Molokai,Maui,Entire home/apt,104,2,2,NA,5
49125395,40240788,Molokai,Maui,Entire home/apt,204,2,5,2,5
49125398,40240788,Molokai,Maui,Entire home/apt,222,2,0,1,NA
49125399,40240788,Molokai,Maui,Entire home/apt,189,2,0,1,NA
49125403,40240788,Molokai,Maui,Entire home/apt,103,2,0,NA,NA
49125404,40240788,Molokai,Maui,Entire home/apt,188,2,1,2,5
49125406,40240788,Molokai,Maui,Entire home/apt,145,2,0,1,NA
49125407,40240788,Molokai,Maui,Entire home/apt,142,2,2,1,3
49125410,40240788,Molokai,Maui,Entire home/apt,123,2,3,1,4.67
49125412,40240788,Molokai,Maui,Entire home/apt,131,2,1,NA,4
49125415,40240788,Molokai,Maui,Entire home/apt,104,2,3,NA,4
49125416,40240788,Molokai,Maui,Entire home/apt,130,2,1,1,5
49125418,40240788,Molokai,Maui,Entire home/apt,142,2,1,1,5
49125420,40240788,Molokai,Maui,Entire home/apt,131,2,0,1,NA
49125421,40240788,Molokai,Maui,Entire home/apt,142,2,0,1,NA
49125426,40240788,Molokai,Maui,Entire home/apt,146,2,0,2,NA
49125430,40240788,Molokai,Maui,Entire home/apt,203,2,0,2,NA
49125431,40240788,Molokai,Maui,Entire home/apt,133,2,0,1,NA
49125432,40240788,Molokai,Maui,Entire home/apt,128,2,2,1,3
49125434,40240788,Molokai,Maui,Entire home/apt,130,2,0,1,NA
49125436,40240788,Molokai,Maui,Entire home/apt,146,2,5,1,4.6
49125437,40240788,Molokai,Maui,Entire home/apt,230,2,0,1,NA
49125438,40240788,Molokai,Maui,Entire home/apt,157,2,0,2,NA
49125443,40240788,Molokai,Maui,Entire home/apt,131,2,1,1,5
49125444,40240788,Molokai,Maui,Entire home/apt,147,2,1,1,5
49128242,92715155,Primary Urban Center,Honolulu,Entire home/apt,71,3,17,NA,4.65
49128243,92715155,Primary Urban Center,Honolulu,Entire home/apt,69,3,12,NA,4.17
49128602,223740429,Primary Urban Center,Honolulu,Entire home/apt,283,30,2,4,4.5
49129692,31107547,Kihei-Makena,Maui,Entire home/apt,200,180,0,3,NA
49129903,394738378,Primary Urban Center,Honolulu,Private room,129,1,12,NA,4.67
49129985,24671259,East Honolulu,Honolulu,Entire home/apt,758,29,0,3,NA
49130719,28872711,Kihei-Makena,Maui,Entire home/apt,87,3,7,NA,4.71
49130811,195869416,Primary Urban Center,Honolulu,Private room,123,1,33,NA,4.45
49131041,15820446,Kihei-Makena,Maui,Entire home/apt,239,5,2,2,5
49131562,204645019,Puna,Hawaii,Private room,45,1,5,1,4.4
49133374,51017586,Kihei-Makena,Maui,Entire home/apt,409,3,1,2,5
49133428,51017586,Kihei-Makena,Maui,Entire home/apt,351,3,0,1,NA
49133626,32075322,Lihue,Kauai,Private room,238,1,74,NA,4.86
49134397,108599645,Primary Urban Center,Honolulu,Entire home/apt,117,1,19,NA,4.79
49134989,85554930,North Shore Kauai,Kauai,Entire home/apt,200,7,4,2,4.25
49135148,243940507,Primary Urban Center,Honolulu,Entire home/apt,60,30,1,NA,5
49135330,243940507,Primary Urban Center,Honolulu,Entire home/apt,220,30,0,3,NA
49138631,20704144,Primary Urban Center,Honolulu,Entire home/apt,169,4,4,NA,5
49139014,418715100,Koloa-Poipu,Kauai,Entire home/apt,2428,7,0,4,NA
49141253,35410334,Puna,Hawaii,Entire home/apt,180,5,0,1,NA
49142094,35410334,Puna,Hawaii,Entire home/apt,200,4,0,1,NA
49142893,53967105,Primary Urban Center,Honolulu,Entire home/apt,77,14,2,NA,5
49143016,154324699,Kihei-Makena,Maui,Entire home/apt,139,3,2,1,5
49144407,259490577,Primary Urban Center,Honolulu,Entire home/apt,116,1,13,NA,4.38
49144416,259490577,Primary Urban Center,Honolulu,Entire home/apt,109,1,11,NA,4.91
49144560,390920055,Wailuku-Kahului,Maui,Entire home/apt,90,1,48,NA,4.52
49145147,396392368,Kapaa-Wailua,Kauai,Entire home/apt,357,1,24,2,5
49146103,373307437,North Kona,Hawaii,Entire home/apt,229,2,0,1,NA
49147206,82181281,Kihei-Makena,Maui,Entire home/apt,200,1,58,NA,4.93
49157205,19867758,East Honolulu,Honolulu,Entire home/apt,990,14,1,4,5
49159128,24237111,North Kona,Hawaii,Entire home/apt,99,1,97,NA,4.97
49160601,230946724,Primary Urban Center,Honolulu,Entire home/apt,181,2,28,1,4.71
49161916,51013381,Lahaina,Maui,Entire home/apt,178,1,5,2,4.2
49161972,347691266,Lahaina,Maui,Entire home/apt,282,4,18,1,5
49162367,268821348,Lahaina,Maui,Private room,1140,7,0,2,NA
49162980,43793840,Primary Urban Center,Honolulu,Entire home/apt,77,29,1,NA,5
49163142,43793840,Primary Urban Center,Honolulu,Entire home/apt,76,29,2,NA,5
49163240,43793840,Primary Urban Center,Honolulu,Entire home/apt,77,29,5,NA,4.8
49163317,43793840,Primary Urban Center,Honolulu,Entire home/apt,79,29,4,NA,4
49170791,186952542,South Kohala,Hawaii,Entire home/apt,319,4,3,2,5
49170800,186952542,South Kohala,Hawaii,Entire home/apt,279,2,5,2,4.6
49170811,186952542,South Kohala,Hawaii,Entire home/apt,457,2,7,3,4.43
49171200,396619975,Kihei-Makena,Maui,Entire home/apt,203,5,20,1,5
49172018,68234842,Ewa,Honolulu,Entire home/apt,997,1,1,1,5
49172729,111808435,Kihei-Makena,Maui,Entire home/apt,251,2,0,1,NA
49174652,151440867,South Kohala,Hawaii,Entire home/apt,462,5,10,3,4.9
49175104,92715155,Primary Urban Center,Honolulu,Entire home/apt,109,3,24,1,4.88
49176225,44678962,Primary Urban Center,Honolulu,Entire home/apt,128,2,19,1,4.89
49176463,113441705,Lahaina,Maui,Entire home/apt,306,1,2,1,5
49176922,373307437,North Kona,Hawaii,Entire home/apt,243,2,0,1,NA
49177358,373307437,Kapaa-Wailua,Kauai,Entire home/apt,424,2,1,1,5
49177419,107293305,North Kona,Hawaii,Entire home/apt,145,1,11,2,4.55
49177670,373307437,Kapaa-Wailua,Kauai,Entire home/apt,456,2,2,1,5
49177711,396679548,Kihei-Makena,Maui,Entire home/apt,251,2,17,1,4.94
49177769,237935889,East Honolulu,Honolulu,Entire home/apt,899,30,2,3,5
49178354,740644,Primary Urban Center,Honolulu,Entire home/apt,125,1,16,NA,4.38
49179067,22635145,South Kohala,Hawaii,Entire home/apt,358,4,3,2,4.67
49180383,6521227,Koloa-Poipu,Kauai,Entire home/apt,523,1,13,4,5
49181946,392938383,North Kona,Hawaii,Entire home/apt,185,3,18,NA,4.94
49190658,111808435,Lahaina,Maui,Entire home/apt,211,2,4,1,4.75
49190689,111808435,Lahaina,Maui,Entire home/apt,386,4,7,2,4.71
49192365,24932156,North Kona,Hawaii,Entire home/apt,195,4,0,2,NA
49192380,23593310,Lahaina,Maui,Entire home/apt,220,7,0,2,NA
49192733,96737162,Koolauloa,Honolulu,Entire home/apt,279,1,33,1,4.82
49192938,24932156,North Kona,Hawaii,Entire home/apt,190,4,0,1,NA
49193640,108394763,Koolaupoko,Honolulu,Entire home/apt,120,31,2,NA,5
49194011,24932156,North Kona,Hawaii,Entire home/apt,195,4,0,1,NA
49194111,396810898,Lihue,Kauai,Entire home/apt,550,7,0,2,NA
49194214,69552498,Primary Urban Center,Honolulu,Entire home/apt,195,30,1,2,5
49194233,396812306,Koolaupoko,Honolulu,Entire home/apt,119,30,2,NA,5
49194873,92715155,Primary Urban Center,Honolulu,Entire home/apt,127,3,0,2,NA
49195502,39073224,Lahaina,Maui,Entire home/apt,1392,5,0,6,NA
49196083,69552498,Primary Urban Center,Honolulu,Entire home/apt,131,30,0,NA,NA
49196162,394747684,North Kona,Hawaii,Entire home/apt,300,4,6,2,5
49196166,394747684,North Kona,Hawaii,Entire home/apt,269,4,1,1,5
49196173,394747684,North Kona,Hawaii,Entire home/apt,373,4,3,3,5
49196179,394747684,North Kona,Hawaii,Entire home/apt,269,4,11,1,5
49196181,394747684,North Kona,Hawaii,Entire home/apt,296,4,0,2,NA
49196632,42612930,Primary Urban Center,Honolulu,Entire home/apt,213,1,9,1,5
49196912,129575311,Lahaina,Maui,Entire home/apt,419,7,21,2,4.62
49196927,22635145,Kihei-Makena,Maui,Entire home/apt,236,4,3,1,5
49197860,24932156,North Kona,Hawaii,Entire home/apt,225,4,1,1,5
49199622,224571958,Lahaina,Maui,Entire home/apt,371,1,28,1,5
49204144,239875149,Kapaa-Wailua,Kauai,Entire home/apt,314,1,15,2,5
49210398,373307437,North Shore Kauai,Kauai,Entire home/apt,329,2,1,1,5
49211071,11129035,Kapaa-Wailua,Kauai,Entire home/apt,159,1,29,NA,4.79
49213246,114615340,South Kohala,Hawaii,Entire home/apt,350,5,1,3,5
49213408,12551077,Paia-Haiku,Maui,Entire home/apt,209,5,5,1,3.8
49213542,161204906,Lahaina,Maui,Entire home/apt,350,2,21,2,5
49213923,208923666,Primary Urban Center,Honolulu,Entire home/apt,150,30,1,2,5
49214598,396991911,Koloa-Poipu,Kauai,Entire home/apt,349,4,5,2,4.8
49215269,141597249,Ewa,Honolulu,Entire home/apt,517,1,0,3,NA
49215363,326512790,South Hilo,Hawaii,Entire home/apt,128,3,11,2,4.18
49215725,680107,Lahaina,Maui,Entire home/apt,292,3,1,2,5
49216032,39073224,Lahaina,Maui,Entire home/apt,429,5,2,NA,4
49216494,51017586,Kihei-Makena,Maui,Entire home/apt,224,3,0,1,NA
49216525,51017586,Kihei-Makena,Maui,Entire home/apt,280,3,0,1,NA
49216563,51017586,Kihei-Makena,Maui,Entire home/apt,317,3,1,1,5
49216729,51017586,Kihei-Makena,Maui,Entire home/apt,421,3,0,1,NA
49216763,51017586,Kihei-Makena,Maui,Entire home/apt,351,3,0,1,NA
49216795,51017586,Kihei-Makena,Maui,Entire home/apt,240,3,0,1,NA
49216825,51017586,Kihei-Makena,Maui,Entire home/apt,479,3,1,2,5
49216841,51017586,Kihei-Makena,Maui,Entire home/apt,211,3,0,1,NA
49219599,90308155,Kihei-Makena,Maui,Entire home/apt,199,1,21,NA,4.9
49223066,129575311,Lahaina,Maui,Entire home/apt,175,7,17,1,4.88
49224385,364088,North Shore Kauai,Kauai,Entire home/apt,326,1,13,3,4.85
49227257,111808435,Primary Urban Center,Honolulu,Entire home/apt,135,30,1,1,3
49227708,396784850,South Kohala,Hawaii,Entire home/apt,198,1,1,2,5
49228438,380733011,North Shore Oahu,Honolulu,Entire home/apt,98,29,3,NA,5
49230168,69552498,Primary Urban Center,Honolulu,Entire home/apt,167,3,9,NA,4.78
49230469,90504794,North Kona,Hawaii,Entire home/apt,100,2,31,2,4.87
49231009,41842769,South Kohala,Hawaii,Entire home/apt,296,1,13,2,4.92
49231086,25864750,North Shore Kauai,Kauai,Entire home/apt,350,3,16,3,5
49231226,22064767,Primary Urban Center,Honolulu,Private room,125,180,1,1,5
49232045,107293305,North Kona,Hawaii,Entire home/apt,550,1,6,3,5
49232750,22635145,North Kona,Hawaii,Entire home/apt,323,7,5,3,5
49234084,343249938,Primary Urban Center,Honolulu,Entire home/apt,595,3,7,3,5
49234220,397168623,Waianae,Honolulu,Entire home/apt,1028,1,6,5,4.83
49234409,397169855,South Kona,Hawaii,Entire home/apt,185,2,7,1,5
49234410,397168623,Waianae,Honolulu,Entire home/apt,928,1,4,4,4
49234591,397168623,Waianae,Honolulu,Entire home/apt,642,1,0,3,NA
49235264,2433572,Puna,Hawaii,Entire home/apt,40,30,2,NA,5
49236014,107293305,North Kona,Hawaii,Entire home/apt,1242,1,5,3,4.8
49242210,376758708,North Shore Kauai,Kauai,Entire home/apt,304,2,17,2,4.59
49244008,361830610,Kihei-Makena,Maui,Entire home/apt,300,7,6,2,5
49244107,316669555,North Kona,Hawaii,Entire home/apt,100,4,1,2,5
49244265,396682389,Lahaina,Maui,Entire home/apt,525,7,0,NA,NA
49245873,3364705,Lahaina,Maui,Entire home/apt,312,2,7,2,4.71
49245878,3364705,Lahaina,Maui,Entire home/apt,587,2,1,1,5
49246049,366621778,Primary Urban Center,Honolulu,Private room,33,30,3,1,3.67
49246289,382903817,Lahaina,Maui,Entire home/apt,299,5,15,2,4.87
49247391,107293305,Koloa-Poipu,Kauai,Entire home/apt,800,1,3,3,5
49247964,15820446,Lahaina,Maui,Entire home/apt,433,5,1,2,5
49248204,3185331,South Kohala,Hawaii,Entire home/apt,400,4,7,2,5
49248678,382903817,Lahaina,Maui,Entire home/apt,269,5,21,1,4.95
49248894,128935828,North Shore Oahu,Honolulu,Entire home/apt,245,5,4,NA,5
49249109,101401250,North Shore Kauai,Kauai,Entire home/apt,996,1,3,5,5
49249497,346758398,North Shore Oahu,Honolulu,Entire home/apt,100,30,1,NA,5
49249504,128935828,North Shore Oahu,Honolulu,Entire home/apt,300,3,4,3,4.75
49249765,382903817,Lahaina,Maui,Entire home/apt,423,5,2,2,4.5
49250153,128935828,North Shore Oahu,Honolulu,Entire home/apt,500,30,1,3,5
49250467,397315771,North Shore Kauai,Kauai,Entire home/apt,150,2,23,NA,4.39
49250592,395428206,Primary Urban Center,Honolulu,Entire home/apt,95,2,16,NA,4.75
49255448,3152360,Primary Urban Center,Honolulu,Entire home/apt,128,1,30,NA,4.87
49255837,185806099,Primary Urban Center,Honolulu,Entire home/apt,75,7,0,1,NA
49256718,35145092,Kihei-Makena,Maui,Entire home/apt,540,6,1,2,5
49260608,135607016,Kau,Hawaii,Entire home/apt,276,1,55,1,4.93
49261048,300626174,North Kona,Hawaii,Entire home/apt,350,3,6,2,5
49262764,27979327,North Kona,Hawaii,Entire home/apt,210,5,13,2,4.92
49263819,5510027,South Hilo,Hawaii,Private room,88,1,7,1,5
49264003,5510027,South Hilo,Hawaii,Private room,128,1,0,1,NA
49271605,96729939,Waianae,Honolulu,Entire home/apt,429,30,0,2,NA
49273094,183179396,Ewa,Honolulu,Entire home/apt,350,30,9,2,4.89
49273388,98570220,Kapaa-Wailua,Kauai,Entire home/apt,189,4,7,1,5
49274561,152523079,Koloa-Poipu,Kauai,Entire home/apt,303,1,3,1,5
49274797,382903817,Lahaina,Maui,Entire home/apt,299,5,12,NA,4.92
49275065,9476356,Kihei-Makena,Maui,Entire home/apt,395,3,11,1,5
49275227,13786105,Molokai,Maui,Entire home/apt,99,2,2,NA,5
49275978,164741713,South Kona,Hawaii,Entire home/apt,125,2,13,1,5
49285147,151398424,South Hilo,Hawaii,Entire home/apt,160,2,15,2,4.47
49289004,397694336,Koloa-Poipu,Kauai,Entire home/apt,375,5,5,2,5
49290563,7644958,Hamakua,Hawaii,Entire home/apt,399,2,24,5,5
49290969,24932156,North Kona,Hawaii,Entire home/apt,350,4,0,1,NA
49291433,397713249,Koloa-Poipu,Kauai,Entire home/apt,625,7,0,2,NA
49292729,140981203,Kihei-Makena,Maui,Entire home/apt,252,3,2,1,5
49293630,397731945,Primary Urban Center,Honolulu,Entire home/apt,182,2,29,1,5
49294342,397741855,Molokai,Maui,Entire home/apt,250,5,11,2,5
49294472,22635145,South Kohala,Hawaii,Entire home/apt,189,4,6,1,4.17
49294506,1247951,Lahaina,Maui,Entire home/apt,300,5,3,1,5
49294829,376637553,Puna,Hawaii,Entire home/apt,154,3,8,2,4.63
49295002,56132073,North Shore Kauai,Kauai,Private room,450,4,0,1,NA
49295386,46013796,Lahaina,Maui,Entire home/apt,2955,3,0,6,NA
49295387,46013796,Lahaina,Maui,Entire home/apt,10919,3,0,9,NA
49295388,46013796,Lahaina,Maui,Entire home/apt,2952,3,0,6,NA
49295389,46013796,Lahaina,Maui,Entire home/apt,2936,3,0,6,NA
49295449,4394268,Primary Urban Center,Honolulu,Entire home/apt,228,1,43,1,4.88
49295791,69303133,Lahaina,Maui,Entire home/apt,231,1,22,1,4.95
49295976,233034188,South Kohala,Hawaii,Entire home/apt,449,3,2,2,5
49296152,233034188,Lahaina,Maui,Entire home/apt,424,2,0,1,NA
49296168,233034188,Lahaina,Maui,Entire home/apt,374,2,0,NA,NA
49296179,233034188,Lahaina,Maui,Entire home/apt,424,2,0,1,NA
49296195,233034188,Kihei-Makena,Maui,Entire home/apt,528,2,0,1,NA
49296196,233034188,Kihei-Makena,Maui,Entire home/apt,704,2,2,2,5
49296206,233034188,Kihei-Makena,Maui,Entire home/apt,528,2,0,1,NA
49296910,21337792,North Kona,Hawaii,Entire home/apt,851,5,6,2,5
49297561,136437655,Lahaina,Maui,Entire home/apt,235,5,3,NA,5
49297591,219491,North Kona,Hawaii,Entire home/apt,235,3,7,2,4.57
49297643,22657622,North Shore Kauai,Kauai,Entire home/apt,245,3,16,1,4.94
49304895,147683024,Kihei-Makena,Maui,Entire home/apt,129,1,4,1,5
49312170,5786717,Kihei-Makena,Maui,Entire home/apt,213,3,15,1,4.8
49313777,151398424,Kapaa-Wailua,Kauai,Entire home/apt,206,2,12,2,4.92
49314100,151398424,Kapaa-Wailua,Kauai,Entire home/apt,164,2,4,1,5
49318860,32075322,Lihue,Kauai,Private room,223,1,60,NA,4.9
49319237,265164452,Kapaa-Wailua,Kauai,Entire home/apt,227,1,11,2,4.73
